Título,Publicado,Enlace
La Marina británica alerta de un ataque con armas y granadas contra un buque en el mar Rojo,"Sun, 06 Jul 2025 16:13:14 +0200",https://www.20minutos.es/internacional/marina-britanica-alerta-un-ataque-con-armas-granadas-contra-un-buque-mar-rojo-5728848/
